Variable,UNIT,COU,Country,Year,Value
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2015,48.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2016,73.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2017,73.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2018,73.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2019,74.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2020,76.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CAN,Canada,2021,80.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2010,51.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2011,55.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2012,58.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2013,60.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2014,65.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2015,69.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2016,73.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2017,74.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2018,75.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2019,79.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,CZE,Czech Republic,2020,78.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2010,51.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2011,55.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2012,58.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2013,60.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2014,63.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2015,66.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2016,68.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2017,68.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2018,68.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2019,69.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2020,72.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DNK,Denmark,2021,74.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2010,52.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2011,57.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2012,60.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2013,63.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2014,66.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2015,65.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2016,65.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2017,66.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2018,67.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2019,68.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FIN,Finland,2020,70.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2010,62.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2011,68.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2012,74.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2013,79.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2014,81.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2015,83.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2016,87.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2017,87.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2018,85.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2019,89.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,FRA,France,2020,84.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2010,69.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2011,75.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2012,81.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2013,85.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2014,90.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2015,93.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2016,94.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2017,88.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2018,85.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2019,84.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,DEU,Germany,2020,83.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2013,57.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2014,57.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2015,62.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2017,72.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2018,74.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2019,75.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2020,83.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,GRC,Greece,2021,88.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2010,61.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2011,65.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2012,63.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2013,57.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2014,62.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2015,67.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2016,69.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2017,71.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2018,76.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2019,79.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2020,95.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,HUN,Hungary,2021,95.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2010,80.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2011,76.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2012,79.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2013,84.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2014,86.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2015,91.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2016,98.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2017,102.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2018,106.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2019,109.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2020,114.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ISL,Iceland,2021,117.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2011,72.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2012,78.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2013,82.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2014,84.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2015,87.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2016,77.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2017,77.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2018,77.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2019,78.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2020,81.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ITA,Italy,2021,83.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2010,34.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2011,37.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2012,39.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2013,42.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2014,45.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2015,46.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2016,41.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2017,43.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2018,46.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2019,61.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,KOR,Korea,2020,75.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2010,72.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2011,77.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2012,80.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2013,82.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2014,85.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2015,89.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2016,90.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2017,87.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2018,87.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2019,88.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2020,87.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LUX,Luxembourg,2021,88.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2010,88.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2011,99.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2012,94.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2013,104.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2014,110.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2015,117.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2016,124.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2017,125.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2018,126.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2019,128.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NLD,Netherlands,2020,126.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NZL,New Zealand,2014,102.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2010,45.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2011,47.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2012,50.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2013,53.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2014,56.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2015,59.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2016,62.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2017,65.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2018,67.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2019,70.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2020,72.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,NOR,Norway,2021,74.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2010,73.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2011,73.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2012,78.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2013,90.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2014,92.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2015,94.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2016,96.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2017,92.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2018,93.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2019,102.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2020,104.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,PRT,Portugal,2021,108.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2010,32.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2011,35.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2012,34.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2013,40.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2014,45.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2015,45.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2016,46.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2017,46.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2018,47.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2019,53.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SVK,Slovak Republic,2020,54.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2010,116.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2011,120.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2012,120.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2013,121.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2014,125.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2015,124.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2016,125.6
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2017,123.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2018,125.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2019,127.2
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2020,128.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,ESP,Spain,2021,134.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2010,59.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2011,63.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2012,67.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2013,70.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2014,73.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2015,76.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2016,79.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2017,80.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2018,79.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2019,82.5
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,SWE,Sweden,2020,83.0
